round,clean_acc,ASR,ASR_percent,unlearn_loss,forget_ce,retain_ce,proximal_loss,objective_loss,grad_l2_norm,update_l2_norm,grad_clip,clipped_grad_norm_before,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,,,5.0,,0.7356863021850586
1,0.5968,0.5963,59.63,-0.8782909065485001,0.8782977347864824,,6.832327448377969e-06,-0.8782909065485001,20.615527026335087,0.06453573771206626,5.0,136.59287037276036,1.6016051769256592
2,0.4502,0.1478,14.78,-3.9174015241510727,3.91745321189656,,5.1696605142377154e-05,-3.9174015241510727,20.615528211367764,0.07435692699636896,5.0,323.55198022110056,2.4697093963623047
3,0.2369,0.0011,0.11,-11.072598401237936,11.072747959810144,,0.00014958098087363932,-11.072598401237936,20.61552807495659,0.07933242504823362,5.0,565.1976963609858,3.3486499786376953
4,0.1246,0.0,0.0,-23.313341365141028,23.313643848194797,,0.0003026823619353201,-23.313341365141028,20.615527953932553,0.08057399673594741,5.0,746.6017370747365,4.229424238204956
5,0.1007,0.0,0.0,-37.90811448938706,37.90862554662368,,0.0005106526197564296,-37.90811448938706,20.615528318086113,0.0808635398360996,5.0,892.4813801764161,5.095122337341309
6,0.1,0.0,0.0,-56.92573165893555,56.926506491268384,,0.0007747958058162647,-56.92573165893555,20.615528270468722,0.08227055183637788,5.0,1032.1534026484119,5.952042579650879
7,0.1,0.0,0.0,-77.06890599867877,77.07000777300667,,0.0011022269746343441,-77.06890599867877,20.61552784630453,0.08233379845671844,5.0,1174.2522615089722,6.815688610076904
8,0.1,0.0,0.0,-103.37348713594325,103.37497666302849,,0.0014895195456440834,-103.37348713594325,20.61552831754854,0.08224842065983051,5.0,1400.7949426733105,7.67520809173584
9,0.1,0.0,0.0,-127.38984410903034,127.39177793615005,,0.0019358236287884852,-127.38984410903034,20.615528160471264,0.08196442320447535,5.0,1535.8220010207497,8.546737432479858
10,0.1,0.0,0.0,-163.18067303825828,163.18311085420495,,0.0024384319343987632,-163.18067303825828,20.615528429630118,0.08286485994778428,5.0,1783.1926561212758,9.430296182632446
