round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7568597793579102
1,0.6477,0.8136,81.36,0.41224296040394726,0.6876511047868168,-0.06841740801053889,8.24621068686097,0.015049169055449447,0.34999999999999476,4.449999999999998,1.691148042678833
2,0.6409,0.7522,75.22,0.6651765799478573,0.7342807510319878,-0.29803620191181407,8.246210501993078,0.017047115686377533,1.0299999999999976,10.59,2.6410775184631348
3,0.6271,0.676,67.60000000000001,1.0647433830753845,0.8255293579662547,-0.6519786995999953,8.2462108892732,0.01760358201947942,2.410000000000001,18.209999999999994,3.602243661880493
4,0.6071,0.5793,57.93000000000001,1.5982609154546963,0.8311237026663387,-1.1826990597388323,8.24621131406232,0.018898316603166928,4.410000000000003,27.879999999999995,4.553045749664307
5,0.5826,0.4713,47.13,2.658619354752933,0.9261967960525962,-2.1955209654920242,8.246211180570123,0.01999318147496015,6.859999999999999,38.68,5.486275672912598
6,0.5591,0.3523,35.23,3.4570971096263214,1.1938133660484762,-2.860190419589772,8.24621142884738,0.020217434557861593,9.209999999999996,50.580000000000005,6.459585666656494
7,0.5284,0.2219,22.189999999999998,5.221252413357005,1.443485133788165,-4.499509867499857,8.246211221408672,0.021064242606792512,12.280000000000001,63.62,7.397573947906494
8,0.4943,0.1141,11.41,6.83698382097132,1.905597111758064,-5.884185258079977,8.246211302495901,0.021030117575740147,15.689999999999998,74.4,8.332706451416016
9,0.4547,0.0478,4.78,9.060972606434541,2.3429717526716343,-7.889486705555635,8.246211424116112,0.021527637533632096,19.650000000000002,81.03,9.265189170837402
10,0.4121,0.0126,1.26,10.43751091115615,2.837858845205868,-9.018581432454726,8.246211386412526,0.02105969073950596,23.909999999999997,84.55,10.188992977142334
