method,seed,status,train_rounds_completed,clean_acc_before_unlearning,clean_acc_after_unlearning,ASR,ASR_percent,target_client_size,poison_num,result_path
Ours/adaptive,1,ok,1000,0.6195,0.6195,0.8611,86.11,1048,838,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed1_r1000_fromscratch/result.json
