round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7317023277282715
1,0.654,0.8386,83.86,0.36374691128730774,0.692331883837195,3.0979125219232895,20.615527606034853,0.0164377734375019,-0.28000000000000247,1.9499999999999962,1.680004596710205
2,0.6543,0.8075,80.75,0.5455569370704538,0.6518315813120674,2.7136009721194996,20.615528097106225,0.017295698575993907,-0.30999999999999917,5.059999999999998,2.5847201347351074
3,0.6536,0.7743,77.42999999999999,0.5938717021661646,0.6742335838430068,2.777296220555025,20.615528370831374,0.017477482675786058,-0.23999999999999577,8.379999999999999,3.489467144012451
4,0.651,0.73,73.0,0.906583111075794,0.7282100740601035,2.73446725396549,20.615527828533967,0.01791578793454422,0.019999999999997797,12.809999999999999,4.407312393188477
5,0.6473,0.679,67.9,1.1028300681534935,0.6908666561631596,2.351503210909226,20.615528376600576,0.019713320570553233,0.39000000000000146,17.909999999999993,5.284449338912964
6,0.6431,0.6298,62.980000000000004,1.6459294417325188,0.7503578522626091,2.105859826592838,20.615528273602816,0.019836389470683273,0.8099999999999996,22.829999999999995,6.155245065689087
7,0.6403,0.5719,57.19,1.8661836596096264,0.7878486268660602,2.0730594396591187,20.61552819275706,0.01975871289805014,1.090000000000002,28.62,7.021608591079712
8,0.6354,0.4911,49.11,2.4565383826985077,0.7961766141302445,1.5243447458042818,20.615528814049213,0.02194778985991998,1.5800000000000036,36.7,7.897883653640747
9,0.6303,0.4056,40.56,3.150721143273746,0.7846424229004804,0.7724909642163444,20.615528410168324,0.023678001066649284,2.090000000000003,45.24999999999999,8.769654750823975
10,0.6198,0.2981,29.81,4.028755777022418,0.8473455976037418,0.20797220398398006,20.615527816054943,0.024790913722421908,3.1399999999999983,56.00000000000001,9.647164583206177
