round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7326004505157471
1,0.6507,0.8335,83.35000000000001,0.39477816750021544,0.6334558076718274,0.238677640171612,8.246210329827026,0.009220041394933572,0.050000000000005596,2.4599999999999955,1.6464428901672363
2,0.6462,0.7971,79.71000000000001,0.5100952115129022,0.7422168570406297,0.23212164640426636,8.24621059181544,0.010420802158148496,0.5000000000000004,6.099999999999994,2.5709736347198486
3,0.641,0.7582,75.82,0.6845392220557722,0.6647388339042664,-0.019800387761172128,8.246210827586639,0.010924119620079976,1.0199999999999987,9.989999999999998,3.4814846515655518
4,0.6345,0.7085,70.85000000000001,0.9757752593825845,0.7628563537317163,-0.21291890565086813,8.246210992781421,0.01161066583727249,1.6700000000000048,14.959999999999996,4.409947872161865
5,0.6268,0.6605,66.05,1.150015981758342,0.7675146986456478,-0.3825012831126942,8.246210944560753,0.011811384077533666,2.4399999999999977,19.759999999999998,5.336807727813721
6,0.6165,0.5973,59.730000000000004,1.6045992269235498,0.846436577684739,-0.7581626527449664,8.246211453041832,0.01206522281367898,3.4699999999999953,26.07999999999999,6.253410339355469
7,0.6055,0.5351,53.510000000000005,2.2235677803263947,0.9255625290029189,-1.298005254829631,8.246211128230131,0.012856004471416613,4.569999999999997,32.3,7.164480686187744
8,0.5934,0.4587,45.87,2.654271546532126,0.9519385590272791,-1.7023329839986914,8.24621123638704,0.01338675877087289,5.779999999999996,39.94,8.081873893737793
9,0.5824,0.3773,37.730000000000004,3.4607969452353085,1.0600609674173243,-2.4007359743118286,8.24621131470895,0.013729204021160795,6.879999999999997,48.08,9.000024318695068
10,0.5665,0.2939,29.39,4.389854922014124,1.1351164228775923,-3.2547385201734653,8.2462113695351,0.01404505421007551,8.469999999999999,56.42,9.902703523635864
