round,clean_acc,ASR,ASR_percent,unlearn_loss,forget_ce,retain_ce,proximal_loss,objective_loss,grad_l2_norm,update_l2_norm,grad_clip,clipped_grad_norm_before,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,,,,,0.7399301528930664
1,0.6427,0.7824,78.24,-0.4303808703142054,0.4303808703142054,,,-0.4303808703142054,86.1863056981243,0.023392905355625975,,86.1863056981243,1.548680305480957
2,0.5899,0.5308,53.080000000000005,-1.3075710219495438,1.3075710219495438,,,-1.3075710219495438,203.9611212911317,0.05491763850070594,,203.9611212911317,2.3656561374664307
3,0.2795,0.0018,0.18,-6.769127018311444,6.769127018311444,,,-6.769127018311444,448.40164353711975,0.1443180722601488,,448.40164353711975,3.1805527210235596
4,0.1,0.0,0.0,-46.614778743070715,46.614778743070715,,,-46.614778743070715,970.0629117102629,0.36451421320809385,,970.0629117102629,3.9917426109313965
5,0.1,0.0,0.0,-302.19414295869717,302.19414295869717,,,-302.19414295869717,2927.9154711503256,1.0496658715476408,,2927.9154711503256,4.804624080657959
6,0.1,0.0,0.0,nan,nan,,,nan,nan,nan,,nan,5.627354621887207
7,0.1,0.0,0.0,nan,nan,,,nan,nan,nan,,nan,6.44215726852417
8,0.1,0.0,0.0,nan,nan,,,nan,nan,nan,,nan,7.266160011291504
9,0.1,0.0,0.0,nan,nan,,,nan,nan,nan,,nan,8.081973791122437
10,0.1,0.0,0.0,nan,nan,,,nan,nan,nan,,nan,8.894932985305786
