status,clean_acc_before,ASR_before,clean_acc_after,ASR_after,ASR_percent_after,clean_drop_pp,ASR_drop_pp,target_client_size,poison_num,unlearn_lr,grad_clip,lambda_retain,momentum,unlearning_rounds,elapsed_seconds
ok,0.6512,0.8581,0.599,0.0687,6.87,5.220000000000002,78.94,1027,821,0.000925,5.0,5.0,0.0,10,17.091323852539062
