round,clean_acc,clean_acc_percent,checkpoint_path,elapsed_seconds
1,0.1063,10.63,,15.851939916610718
2,0.1088,10.879999999999999,,28.73755431175232
3,0.1171,11.709999999999999,,41.44485354423523
4,0.1255,12.55,,54.12475824356079
5,0.1332,13.320000000000002,,66.7336962223053
6,0.1314,13.139999999999999,,79.42830562591553
7,0.1271,12.709999999999999,,92.1207344532013
8,0.1189,11.89,,104.87100410461426
9,0.1128,11.28,,117.60677599906921
10,0.111,11.1,,130.35370898246765
11,0.1104,11.04,,143.23316979408264
12,0.111,11.1,,156.0965268611908
13,0.1117,11.17,,168.9326913356781
14,0.1136,11.360000000000001,,181.7739861011505
15,0.1152,11.52,,194.6224455833435
16,0.1181,11.81,,207.42627906799316
17,0.1226,12.26,,220.27034759521484
18,0.1292,12.920000000000002,,233.15564632415771
19,0.1381,13.81,,246.15765857696533
20,0.1475,14.75,,258.9732983112335
21,0.1559,15.590000000000002,,271.7654495239258
22,0.1668,16.68,,284.6751844882965
23,0.18,18.0,,297.49230456352234
24,0.1909,19.09,,310.35301518440247
25,0.2012,20.119999999999997,,323.1815676689148
26,0.2125,21.25,,336.0837004184723
27,0.2209,22.09,,348.91419982910156
28,0.2282,22.82,,361.7422835826874
29,0.2364,23.64,,374.6734607219696
30,0.243,24.3,,387.51557087898254
31,0.2491,24.91,,400.4880602359772
32,0.2548,25.480000000000004,,413.470077753067
33,0.2608,26.08,,426.40622568130493
34,0.2657,26.57,,439.34401679039
35,0.2671,26.71,,452.3128550052643
36,0.2693,26.93,,465.22606110572815
37,0.2706,27.060000000000002,,478.1697452068329
38,0.2736,27.36,,491.11320424079895
39,0.2755,27.55,,504.02982807159424
40,0.2776,27.76,,516.915055513382
41,0.2795,27.950000000000003,,529.7967791557312
42,0.2806,28.060000000000002,,542.6878817081451
43,0.283,28.299999999999997,,555.571537733078
44,0.2862,28.62,,568.4282519817352
45,0.2885,28.849999999999998,,581.2873425483704
46,0.2914,29.14,,594.1953279972076
47,0.293,29.299999999999997,,607.234052658081
48,0.2956,29.56,,620.1840674877167
49,0.2975,29.75,,633.2239553928375
50,0.2989,29.89,,646.4070451259613
51,0.302,30.2,,659.4775311946869
52,0.3052,30.520000000000003,,672.4308483600616
53,0.3089,30.89,,685.5557458400726
54,0.3112,31.119999999999997,,702.7729685306549
55,0.3125,31.25,,731.7702510356903
56,0.3167,31.669999999999998,,758.2757618427277
57,0.3206,32.06,,782.9442043304443
58,0.324,32.4,,813.6964249610901
59,0.3266,32.66,,842.1622653007507
60,0.3296,32.96,,868.1221899986267
61,0.3331,33.31,,901.5998921394348
62,0.3358,33.58,,931.3772871494293
63,0.3378,33.78,,958.3054399490356
64,0.3409,34.089999999999996,,988.4683170318604
65,0.3435,34.35,,1020.6381957530975
66,0.3463,34.63,,1049.1308193206787
67,0.3497,34.97,,1079.2933251857758
68,0.3521,35.21,,1111.435966014862
69,0.3554,35.54,,1140.736445426941
70,0.3573,35.730000000000004,,1171.5754442214966
71,0.358,35.8,,1203.25163936615
72,0.3606,36.059999999999995,,1232.792636871338
73,0.3619,36.19,,1266.048199415207
74,0.364,36.4,,1299.0299427509308
75,0.3657,36.57,,1332.1695430278778
76,0.3679,36.79,,1364.6848089694977
77,0.3705,37.05,,1391.6840443611145
78,0.3728,37.28,,1418.794230222702
79,0.3759,37.59,,1449.9740779399872
80,0.378,37.8,,1479.4864814281464
81,0.3805,38.05,,1504.002385854721
82,0.3825,38.25,,1533.1259336471558
83,0.384,38.4,,1561.5830121040344
84,0.3843,38.43,,1586.7544350624084
85,0.3861,38.61,,1615.7468733787537
86,0.3873,38.73,,1643.2633237838745
87,0.3881,38.81,,1669.4077124595642
88,0.3892,38.92,,1697.0980083942413
89,0.391,39.1,,1725.4736156463623
90,0.3913,39.129999999999995,,1754.648586511612
91,0.3947,39.47,,1781.19589138031
92,0.3967,39.67,,1805.2768771648407
93,0.3983,39.83,,1834.8198928833008
94,0.4008,40.08,,1863.830599308014
95,0.4042,40.42,,1890.1913046836853
96,0.4055,40.550000000000004,,1917.2350964546204
97,0.4075,40.75,,1946.2604093551636
98,0.4094,40.94,,1972.8124632835388
99,0.411,41.099999999999994,,2002.9868087768555
100,0.4119,41.19,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed0_r1000_fromscratch/checkpoints/round_0100.pth,2030.760581254959
101,0.4132,41.32,,2059.527138233185
102,0.4151,41.510000000000005,,2088.0327820777893
103,0.4174,41.74,,2110.4494886398315
104,0.4196,41.959999999999994,,2136.5906903743744
105,0.4213,42.13,,2150.1307854652405
106,0.4233,42.33,,2163.2942011356354
107,0.4245,42.449999999999996,,2176.4790341854095
108,0.4251,42.51,,2189.6244661808014
109,0.4274,42.74,,2202.7537693977356
110,0.4295,42.95,,2215.850696325302
111,0.4309,43.09,,2229.0169146060944
112,0.4318,43.18,,2241.9832060337067
113,0.4335,43.35,,2255.1477479934692
114,0.4363,43.63,,2268.1916646957397
115,0.4383,43.830000000000005,,2281.2211062908173
116,0.4395,43.95,,2294.579310655594
117,0.441,44.1,,2307.9134483337402
118,0.443,44.3,,2321.116480112076
119,0.4448,44.48,,2334.4012701511383
120,0.4468,44.68,,2347.6637279987335
121,0.4469,44.690000000000005,,2361.010023355484
122,0.4485,44.85,,2374.1863968372345
123,0.4508,45.08,,2387.4395866394043
124,0.4535,45.35,,2400.697201013565
125,0.4551,45.51,,2414.1000261306763
126,0.4578,45.78,,2428.8303973674774
127,0.4592,45.92,,2443.2694430351257
128,0.4601,46.01,,2456.5679190158844
129,0.4616,46.160000000000004,,2469.94753742218
130,0.4632,46.32,,2483.210838317871
131,0.4649,46.489999999999995,,2496.6378502845764
132,0.4663,46.63,,2509.894420146942
133,0.467,46.7,,2523.2624785900116
134,0.4685,46.85,,2536.622955560684
135,0.4701,47.010000000000005,,2550.0320086479187
136,0.4715,47.15,,2563.017792701721
137,0.4735,47.349999999999994,,2576.0429842472076
138,0.4741,47.410000000000004,,2588.992391347885
139,0.4761,47.61,,2601.945456266403
140,0.4762,47.620000000000005,,2614.83030462265
141,0.4781,47.81,,2627.7658445835114
142,0.479,47.9,,2640.815945148468
143,0.4801,48.010000000000005,,2653.756413459778
144,0.4822,48.22,,2666.831409215927
145,0.4839,48.39,,2680.084444999695
146,0.4843,48.43,,2693.319500684738
147,0.4858,48.58,,2706.5313317775726
148,0.486,48.6,,2719.8090255260468
149,0.4879,48.79,,2733.101271867752
150,0.4893,48.93,,2746.1550059318542
151,0.4905,49.05,,2759.3630685806274
152,0.4909,49.09,,2772.540278673172
153,0.4927,49.27,,2785.5119931697845
154,0.4941,49.41,,2798.628468990326
155,0.4963,49.63,,2811.6851241588593
156,0.4971,49.71,,2824.8107380867004
157,0.4993,49.93,,2838.117477416992
158,0.4985,49.85,,2851.183301925659
159,0.4998,49.980000000000004,,2864.239389896393
160,0.5006,50.06,,2877.4356756210327
161,0.5016,50.160000000000004,,2890.602593898773
162,0.5022,50.22,,2903.60923576355
163,0.5036,50.36000000000001,,2916.7695224285126
164,0.5044,50.44,,2929.861771583557
165,0.5058,50.580000000000005,,2943.110298871994
166,0.5066,50.660000000000004,,2956.2629311084747
167,0.5083,50.83,,2969.3341505527496
168,0.5079,50.79,,2982.431430578232
169,0.511,51.1,,2995.578060865402
170,0.5113,51.129999999999995,,3008.8799080848694
171,0.5114,51.13999999999999,,3022.020220041275
172,0.5131,51.31,,3035.1506147384644
173,0.5138,51.38,,3048.37011384964
174,0.5142,51.42,,3061.347191810608
175,0.5145,51.449999999999996,,3074.275223016739
176,0.5167,51.67,,3087.2713627815247
177,0.5164,51.64,,3100.2124099731445
178,0.5175,51.74999999999999,,3113.169647216797
179,0.5176,51.76,,3126.1356649398804
180,0.5189,51.89,,3139.048413515091
181,0.5189,51.89,,3152.0633804798126
182,0.5182,51.82,,3165.0333998203278
183,0.5203,52.03,,3177.9541397094727
184,0.5215,52.15,,3190.857218980789
185,0.52,52.0,,3203.7561066150665
186,0.5214,52.14,,3216.738991498947
187,0.5234,52.339999999999996,,3229.7035529613495
188,0.5231,52.31,,3242.657449245453
189,0.5235,52.349999999999994,,3255.8560960292816
190,0.5247,52.470000000000006,,3269.0065608024597
191,0.5257,52.56999999999999,,3282.2471075057983
192,0.5249,52.49,,3295.3191347122192
193,0.5255,52.55,,3308.3823614120483
194,0.5273,52.73,,3321.5933895111084
195,0.5274,52.739999999999995,,3334.6947152614594
196,0.5274,52.739999999999995,,3347.6298484802246
197,0.527,52.7,,3360.6157059669495
198,0.5294,52.94,,3373.6626398563385
199,0.5296,52.959999999999994,,3386.8709087371826
200,0.5299,52.99,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed0_r1000_fromscratch/checkpoints/round_0200.pth,3399.905633687973
201,0.5316,53.16,,3412.9299755096436
202,0.5301,53.010000000000005,,3425.9611988067627
203,0.5322,53.22,,3438.999214887619
204,0.5319,53.190000000000005,,3451.9480991363525
205,0.5322,53.22,,3464.901282787323
206,0.532,53.2,,3477.9188549518585
207,0.5326,53.26,,3491.0071280002594
208,0.5357,53.56999999999999,,3504.1532793045044
209,0.5353,53.53,,3517.1463639736176
210,0.5328,53.28000000000001,,3530.064917564392
211,0.5346,53.459999999999994,,3543.0090634822845
212,0.5367,53.669999999999995,,3555.9172236919403
213,0.5364,53.64,,3568.8870317935944
214,0.5368,53.68000000000001,,3581.837537050247
215,0.5367,53.669999999999995,,3594.807768344879
216,0.5387,53.87,,3607.7515819072723
217,0.5392,53.92,,3620.743980884552
218,0.539,53.900000000000006,,3633.7627816200256
219,0.5403,54.03,,3646.827233314514
220,0.5397,53.97,,3659.7571337223053
221,0.5409,54.09,,3672.70982170105
222,0.5421,54.21,,3685.6511499881744
223,0.5407,54.06999999999999,,3698.6052770614624
224,0.5431,54.31,,3711.531727075577
225,0.5433,54.33,,3724.478652715683
226,0.5437,54.37,,3737.456606388092
227,0.5452,54.52,,3750.3756291866302
228,0.5426,54.26,,3763.3788979053497
229,0.5465,54.65,,3776.300904273987
230,0.5462,54.620000000000005,,3789.313109397888
231,0.5463,54.63,,3802.2090895175934
232,0.548,54.800000000000004,,3815.2017817497253
233,0.5459,54.59,,3828.1951904296875
234,0.5503,55.03,,3841.1220853328705
235,0.5495,54.949999999999996,,3854.0666551589966
236,0.5497,54.97,,3866.979968070984
237,0.5513,55.13,,3879.875082015991
238,0.55,55.00000000000001,,3892.8110461235046
239,0.5516,55.16,,3905.7918417453766
240,0.5508,55.08,,3918.7330605983734
241,0.5537,55.37,,3931.766088247299
242,0.5555,55.55,,3944.7529711723328
243,0.5532,55.32,,3957.8038895130157
244,0.5545,55.45,,3970.7689220905304
245,0.5543,55.43,,3983.688865661621
246,0.5556,55.559999999999995,,3996.690191745758
247,0.5574,55.74,,4009.6757736206055
248,0.556,55.60000000000001,,4022.6146986484528
249,0.5571,55.71,,4035.652312040329
250,0.5566,55.66,,4048.575912475586
251,0.5583,55.83,,4062.3212575912476
252,0.5584,55.84,,4076.7501378059387
253,0.5599,55.989999999999995,,4091.10063624382
254,0.5601,56.010000000000005,,4105.575363874435
255,0.5616,56.16,,4118.60159444809
256,0.5604,56.04,,4131.608802080154
257,0.5605,56.05,,4144.593050956726
258,0.5631,56.31,,4157.644117355347
259,0.5621,56.21000000000001,,4170.706442117691
260,0.5638,56.379999999999995,,4183.646333217621
261,0.564,56.39999999999999,,4196.627894639969
262,0.5635,56.35,,4209.578353881836
263,0.5644,56.44,,4222.581835746765
264,0.5639,56.38999999999999,,4235.505582332611
265,0.5657,56.57,,4248.4476573467255
266,0.5633,56.330000000000005,,4261.375444412231
267,0.5662,56.620000000000005,,4274.303958654404
268,0.566,56.599999999999994,,4287.238558292389
269,0.5687,56.87,,4300.125294446945
270,0.5687,56.87,,4313.058346271515
271,0.5698,56.98,,4326.014722824097
272,0.5703,57.03,,4338.952634096146
273,0.5641,56.410000000000004,,4351.916010141373
274,0.5636,56.36,,4364.903394937515
275,0.5615,56.15,,4377.841848611832
276,0.5606,56.06,,4390.8312475681305
277,0.5635,56.35,,4403.745016336441
278,0.5725,57.25,,4416.648958206177
279,0.5703,57.03,,4429.523037195206
280,0.5617,56.169999999999995,,4442.470559358597
281,0.57,56.99999999999999,,4455.403126239777
282,0.5721,57.21000000000001,,4468.387310504913
283,0.5673,56.730000000000004,,4481.316672325134
284,0.5657,56.57,,4494.26148557663
285,0.5668,56.68,,4507.148630142212
286,0.5735,57.35,,4520.013713359833
287,0.575,57.49999999999999,,4532.9239909648895
288,0.5702,57.02,,4545.900316476822
289,0.5747,57.47,,4558.902869939804
290,0.5745,57.45,,4571.900424480438
291,0.5757,57.57,,4584.789160251617
292,0.5752,57.52,,4597.742322444916
293,0.5726,57.26,,4610.7270154953
294,0.5762,57.620000000000005,,4623.680829048157
295,0.5736,57.36,,4636.652523517609
296,0.5746,57.46,,4649.620748758316
297,0.5779,57.79,,4662.641249418259
298,0.5756,57.56,,4675.62051486969
299,0.5829,58.29,,4688.571241617203
300,0.5772,57.720000000000006,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed0_r1000_fromscratch/checkpoints/round_0300.pth,4701.481783151627
301,0.5764,57.64,,4714.393369674683
302,0.5785,57.85,,4727.279055595398
303,0.5794,57.940000000000005,,4740.272898197174
304,0.5846,58.46,,4753.216058015823
305,0.5777,57.769999999999996,,4766.068835735321
306,0.5751,57.50999999999999,,4779.00194644928
307,0.5775,57.75,,4791.88573384285
308,0.5857,58.57,,4804.8163158893585
309,0.5853,58.53,,4817.711704969406
310,0.5802,58.02,,4830.5918135643005
311,0.5775,57.75,,4843.501283407211
312,0.5806,58.06,,4856.449828624725
313,0.5877,58.77,,4869.333933353424
314,0.5838,58.379999999999995,,4883.6371829509735
315,0.5804,58.040000000000006,,4904.301602602005
316,0.5791,57.91,,4931.3674223423
317,0.5848,58.48,,4958.242884397507
318,0.5883,58.830000000000005,,4983.366543054581
319,0.5788,57.879999999999995,,5011.85968875885
320,0.5802,58.02,,5039.248369932175
