round,clean_acc,clean_acc_percent,checkpoint_path,elapsed_seconds
321,0.5851,58.51,,5065.34064745903
322,0.5817,58.17,,5097.260548114777
323,0.5855,58.550000000000004,,5129.2195520401
324,0.5795,57.95,,5158.6483318805695
325,0.5896,58.96,,5185.466265678406
326,0.5927,59.27,,5212.559559345245
327,0.5803,58.03,,5241.127654075623
328,0.5869,58.69,,5268.789889097214
329,0.5941,59.41,,5291.26069521904
330,0.5826,58.26,,5317.050471544266
331,0.5863,58.63,,5331.870229721069
332,0.5873,58.730000000000004,,5344.808913230896
333,0.5906,59.06,,5357.748722791672
334,0.5926,59.260000000000005,,5370.663932561874
335,0.5824,58.24,,5383.607727050781
336,0.5952,59.519999999999996,,5396.557783842087
337,0.5922,59.21999999999999,,5409.506489515305
338,0.5868,58.68,,5422.468737602234
339,0.5982,59.81999999999999,,5435.505803823471
340,0.5973,59.730000000000004,,5448.56649017334
341,0.5891,58.91,,5461.484122514725
342,0.5937,59.37,,5474.404912233353
343,0.5955,59.550000000000004,,5487.303555250168
344,0.5925,59.25,,5500.182008743286
345,0.5974,59.74,,5513.067120075226
346,0.5957,59.57,,5526.011795282364
347,0.596,59.599999999999994,,5538.921836853027
348,0.6002,60.019999999999996,,5551.857924461365
349,0.5924,59.24,,5564.790546178818
350,0.6019,60.19,,5577.759976387024
351,0.5983,59.830000000000005,,5590.737014770508
352,0.6019,60.19,,5603.543880701065
353,0.6026,60.260000000000005,,5616.441640138626
354,0.5977,59.77,,5629.34739279747
355,0.6038,60.38,,5642.230321884155
356,0.6029,60.29,,5655.1334846019745
357,0.601,60.099999999999994,,5668.0469081401825
358,0.6018,60.18,,5680.928283452988
359,0.604,60.4,,5693.913127660751
360,0.6033,60.33,,5706.763156890869
361,0.6009,60.089999999999996,,5719.693102836609
362,0.6037,60.370000000000005,,5732.587195634842
363,0.6001,60.01,,5745.503067970276
364,0.5922,59.21999999999999,,5758.366039514542
365,0.596,59.599999999999994,,5771.26912522316
366,0.596,59.599999999999994,,5784.177271366119
367,0.6049,60.49,,5797.066725254059
368,0.6043,60.42999999999999,,5810.004184007645
369,0.592,59.199999999999996,,5822.9017198085785
370,0.6007,60.07,,5835.813982486725
371,0.6052,60.519999999999996,,5848.768825769424
372,0.6035,60.35,,5861.782091140747
373,0.6047,60.47,,5874.733837127686
374,0.5962,59.62,,5887.713767528534
375,0.599,59.9,,5900.626073360443
376,0.5984,59.84,,5913.492661714554
377,0.5957,59.57,,5926.385706663132
378,0.6068,60.68,,5939.255209445953
379,0.6111,61.11,,5952.166688203812
380,0.6022,60.22,,5965.050585031509
381,0.6064,60.64000000000001,,5977.950796842575
382,0.6032,60.31999999999999,,5990.834837436676
383,0.5999,59.99,,6003.739030838013
384,0.6006,60.06,,6016.686224937439
385,0.6126,61.260000000000005,,6029.5502853393555
386,0.6104,61.040000000000006,,6042.429957866669
387,0.608,60.8,,6055.395995378494
388,0.6122,61.22,,6068.328911781311
389,0.6085,60.85,,6081.252560138702
390,0.6038,60.38,,6094.221744060516
391,0.6074,60.74,,6107.197497367859
392,0.6036,60.36,,6120.17422246933
393,0.6094,60.940000000000005,,6133.148879766464
394,0.6148,61.480000000000004,,6146.06241106987
395,0.611,61.1,,6159.013239145279
396,0.608,60.8,,6171.994596004486
397,0.6135,61.35,,6184.908322095871
398,0.6069,60.69,,6197.846796751022
399,0.6081,60.809999999999995,,6210.790699481964
400,0.6146,61.46,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed0_r1000_fromscratch/checkpoints/round_0400.pth,6223.841888666153
401,0.6126,61.260000000000005,,6236.837049484253
402,0.6133,61.33,,6249.8379447460175
403,0.6142,61.419999999999995,,6262.815119504929
404,0.6109,61.09,,6275.907114267349
405,0.6045,60.45,,6288.890013217926
406,0.612,61.199999999999996,,6301.843771696091
407,0.6095,60.95,,6314.790952920914
408,0.611,61.1,,6327.751852989197
409,0.6213,62.129999999999995,,6343.198377370834
410,0.6146,61.46,,6368.207712888718
411,0.611,61.1,,6393.9137570858
412,0.6141,61.41,,6421.388624191284
413,0.6122,61.22,,6447.981316804886
414,0.6182,61.82,,6474.170241832733
415,0.6198,61.980000000000004,,6501.958202123642
416,0.6169,61.69,,6532.13002371788
417,0.6138,61.38,,6560.983689785004
418,0.6178,61.78,,6585.066726922989
419,0.6081,60.809999999999995,,6612.352468967438
420,0.6193,61.92999999999999,,6640.164175033569
421,0.6127,61.27,,6666.261351585388
422,0.617,61.7,,6694.0226492881775
423,0.6228,62.28,,6721.125739812851
424,0.6123,61.23,,6747.58380317688
425,0.6178,61.78,,6773.195717096329
426,0.6131,61.309999999999995,,6801.519195795059
427,0.612,61.199999999999996,,6827.844269275665
428,0.6111,61.11,,6856.172069549561
429,0.6229,62.29,,6882.766180038452
430,0.6051,60.51,,6911.540987730026
431,0.6108,61.08,,6938.639500617981
432,0.6094,60.940000000000005,,6963.78781247139
433,0.5939,59.39,,6991.108837366104
434,0.613,61.3,,7019.088653564453
435,0.6221,62.21,,7045.217611789703
436,0.6025,60.25,,7070.189763069153
437,0.6194,61.94,,7099.596993684769
438,0.6151,61.51,,7121.151723146439
439,0.5888,58.879999999999995,,7143.996542215347
440,0.6098,60.980000000000004,,7157.043737888336
441,0.5966,59.660000000000004,,7170.001667261124
442,0.6072,60.72,,7182.912642478943
443,0.6125,61.25000000000001,,7195.91641664505
444,0.6037,60.370000000000005,,7208.909730434418
445,0.6122,61.22,,7221.9084050655365
446,0.6117,61.17,,7234.901836872101
447,0.601,60.099999999999994,,7247.972742319107
448,0.6084,60.84,,7260.961336612701
449,0.5839,58.39,,7274.026678800583
450,0.616,61.6,,7286.936460494995
451,0.6057,60.57,,7299.998827934265
452,0.6115,61.150000000000006,,7312.94011926651
453,0.605,60.5,,7325.835615873337
454,0.6048,60.480000000000004,,7338.774033069611
455,0.6057,60.57,,7351.678360939026
456,0.5989,59.89,,7364.667437791824
457,0.6122,61.22,,7377.564689874649
458,0.6135,61.35,,7390.526029586792
459,0.5985,59.85,,7403.38521528244
460,0.6161,61.61,,7416.374732732773
461,0.6103,61.029999999999994,,7429.288764715195
462,0.6237,62.370000000000005,,7442.349589586258
463,0.6178,61.78,,7455.208724737167
464,0.6151,61.51,,7468.115041971207
465,0.6171,61.71,,7481.109792232513
466,0.6233,62.33,,7493.989873409271
467,0.6245,62.45,,7506.932029008865
468,0.6238,62.38,,7519.842993974686
469,0.6163,61.629999999999995,,7532.777700424194
470,0.6319,63.190000000000005,,7545.722697496414
471,0.6252,62.519999999999996,,7558.728183031082
472,0.6277,62.77,,7571.730266571045
473,0.6224,62.239999999999995,,7584.648374795914
474,0.6226,62.260000000000005,,7597.615411758423
475,0.6275,62.74999999999999,,7610.541991472244
476,0.6254,62.53999999999999,,7623.4248015880585
477,0.629,62.9,,7636.336964845657
478,0.6312,63.12,,7649.266327142715
479,0.6218,62.18,,7662.232033491135
480,0.6261,62.61,,7675.137365818024
481,0.6304,63.04,,7687.989406108856
482,0.6314,63.13999999999999,,7700.904123783112
483,0.6247,62.470000000000006,,7713.798914432526
484,0.6266,62.660000000000004,,7726.712424993515
485,0.6389,63.89,,7739.61985039711
486,0.6338,63.38,,7752.5981159210205
487,0.6268,62.68,,7765.5125114917755
488,0.6286,62.86000000000001,,7778.397312879562
489,0.6364,63.63999999999999,,7791.256704568863
490,0.6328,63.28,,7804.210285902023
491,0.6319,63.190000000000005,,7817.142066717148
492,0.6319,63.190000000000005,,7830.081315755844
493,0.6322,63.22,,7843.004016637802
494,0.6328,63.28,,7855.882782936096
495,0.6378,63.78,,7868.813111305237
496,0.6339,63.39,,7881.706262588501
497,0.6369,63.690000000000005,,7894.628590106964
498,0.6391,63.91,,7907.674550771713
499,0.6317,63.17,,7920.612844944
500,0.6369,63.690000000000005,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed0_r1000_fromscratch/checkpoints/round_0500.pth,7933.553643465042
501,0.634,63.4,,7946.541417121887
502,0.6401,64.01,,7959.452429533005
503,0.6354,63.54,,7972.386173009872
504,0.6372,63.72,,7985.3222007751465
505,0.6395,63.949999999999996,,7998.295928478241
506,0.6381,63.81,,8011.229816913605
507,0.6401,64.01,,8024.135089874268
508,0.6356,63.56,,8037.100351810455
509,0.6362,63.62,,8050.091930150986
510,0.6245,62.45,,8063.011522054672
511,0.6313,63.129999999999995,,8075.900038480759
512,0.6266,62.660000000000004,,8088.8775289058685
513,0.6434,64.34,,8101.8116319179535
514,0.6311,63.11,,8114.74955868721
515,0.6302,63.019999999999996,,8127.677324056625
516,0.6341,63.41,,8140.667835474014
517,0.619,61.9,,8153.624879360199
518,0.6259,62.59,,8166.572441101074
519,0.6198,61.980000000000004,,8179.5471534729
520,0.6229,62.29,,8192.503011226654
521,0.6309,63.09,,8205.46240901947
522,0.622,62.2,,8218.48063826561
523,0.6208,62.08,,8231.452065706253
524,0.634,63.4,,8244.390195131302
525,0.6353,63.53,,8257.347285032272
526,0.6366,63.660000000000004,,8270.253683567047
527,0.613,61.3,,8283.289211511612
528,0.6192,61.919999999999995,,8296.236669778824
529,0.6238,62.38,,8309.287136554718
530,0.6177,61.77,,8322.19571185112
531,0.6406,64.05999999999999,,8335.119683027267
532,0.6123,61.23,,8348.19254899025
533,0.6414,64.14,,8361.130646944046
534,0.6286,62.86000000000001,,8374.056414604187
535,0.6377,63.77,,8387.039488077164
536,0.6353,63.53,,8400.017384767532
537,0.6298,62.980000000000004,,8412.949223041534
538,0.6312,63.12,,8425.81964635849
539,0.641,64.1,,8438.74722146988
540,0.6376,63.75999999999999,,8451.65997338295
541,0.6293,62.93,,8464.589090108871
542,0.6278,62.78,,8477.481755971909
543,0.6412,64.12,,8490.370387077332
544,0.6429,64.29,,8503.255053281784
545,0.6309,63.09,,8516.237498521805
546,0.6371,63.71,,8529.176481246948
547,0.638,63.800000000000004,,8542.085564613342
548,0.64,64.0,,8555.105691671371
549,0.6351,63.51,,8568.011802196503
550,0.6427,64.27000000000001,,8581.051453590393
551,0.6377,63.77,,8594.012567043304
552,0.6436,64.36,,8606.984990358353
553,0.6428,64.28,,8619.90760397911
554,0.6416,64.16,,8632.811086416245
555,0.646,64.60000000000001,,8645.730430841446
556,0.6371,63.71,,8658.669829845428
557,0.6381,63.81,,8671.611931562424
558,0.6399,63.99,,8684.54301071167
559,0.6404,64.03999999999999,,8697.445428609848
560,0.6381,63.81,,8710.406000852585
561,0.6423,64.23,,8723.329346179962
562,0.6334,63.339999999999996,,8736.238223314285
563,0.6392,63.92,,8749.151950597763
564,0.6291,62.91,,8762.042465209961
565,0.6389,63.89,,8774.950778484344
566,0.645,64.5,,8787.837560653687
567,0.6267,62.67,,8800.746309995651
568,0.6084,60.84,,8813.640020608902
569,0.5914,59.14,,8826.500370502472
570,0.6238,62.38,,8839.388638973236
571,0.6112,61.12,,8852.405869483948
572,0.6261,62.61,,8865.358530759811
573,0.6118,61.18,,8878.284447908401
574,0.6313,63.129999999999995,,8891.304898023605
575,0.5922,59.21999999999999,,8904.18998336792
576,0.6077,60.77,,8917.093669891357
577,0.5781,57.809999999999995,,8929.97125673294
578,0.6217,62.17,,8942.929408550262
579,0.5804,58.040000000000006,,8957.880556344986
580,0.6117,61.17,,8983.751351356506
581,0.5906,59.06,,9012.30621933937
582,0.6149,61.49,,9036.392069101334
583,0.5982,59.81999999999999,,9064.256692409515
584,0.6096,60.96,,9092.368453741074
585,0.6153,61.529999999999994,,9117.417987823486
586,0.6133,61.33,,9145.54880452156
587,0.6302,63.019999999999996,,9173.109314203262
588,0.63,63.0,,9199.870505332947
589,0.6179,61.79,,9225.473590135574
590,0.6377,63.77,,9252.94966673851
591,0.6325,63.24999999999999,,9280.041927099228
592,0.6322,63.22,,9308.0668156147
593,0.6339,63.39,,9336.062091112137
594,0.6376,63.75999999999999,,9363.943489551544
595,0.6426,64.25999999999999,,9391.54441022873
596,0.6375,63.74999999999999,,9415.743711948395
597,0.6391,63.91,,9444.549789905548
598,0.6424,64.24,,9472.218927383423
599,0.6395,63.949999999999996,,9498.571948051453
600,0.6482,64.82,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed0_r1000_fromscratch/checkpoints/round_0600.pth,9529.289964675903
601,0.6462,64.62,,9557.125536203384
602,0.6407,64.07000000000001,,9584.43905043602
603,0.6481,64.81,,9613.86088681221
604,0.6515,65.14999999999999,,9641.660766124725
605,0.6464,64.64,,9670.480137109756
606,0.65,65.0,,9698.503507852554
607,0.6503,65.03,,9720.768112897873
608,0.649,64.9,,9745.746012687683
609,0.6513,65.13,,9759.92883014679
610,0.6519,65.19,,9772.957981348038
611,0.649,64.9,,9785.89235496521
612,0.6551,65.51,,9798.805528402328
613,0.6517,65.16999999999999,,9811.722279310226
614,0.6498,64.98,,9824.734094142914
615,0.6523,65.23,,9837.662856340408
616,0.6525,65.25,,9850.62407374382
617,0.6548,65.48,,9863.508522748947
618,0.6538,65.38000000000001,,9876.455997943878
619,0.6519,65.19,,9889.367016077042
620,0.6522,65.22,,9902.302684783936
621,0.6556,65.56,,9915.185084342957
622,0.6532,65.32,,9928.170875787735
623,0.6534,65.34,,9941.135807991028
624,0.6518,65.18,,9954.118305206299
625,0.6554,65.53999999999999,,9967.036568641663
626,0.6562,65.62,,9980.017545700073
627,0.6493,64.92999999999999,,9992.910810232162
628,0.6565,65.64999999999999,,10005.785956859589
629,0.6509,65.09,,10018.78139948845
630,0.6557,65.57,,10031.832457065582
631,0.6576,65.75999999999999,,10044.811381578445
632,0.6564,65.64,,10057.746301174164
633,0.6586,65.86,,10070.763074874878
634,0.6533,65.33,,10083.779267787933
635,0.6579,65.79,,10096.855377435684
636,0.6555,65.55,,10109.81878042221
