round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,7.639507532119751
1,0.6502,0.8443,84.43,0.46179067036684823,0.6852833839023814,4.335193044999066,20.61552764826002,0.020935098641665942,0.10000000000000009,1.3799999999999923,8.595637798309326
2,0.6526,0.8251,82.50999999999999,0.45959248963524313,0.658435186919044,4.149453808279598,20.61552854960616,0.018765985092031798,-0.13999999999999568,3.300000000000003,9.4950270652771
3,0.6528,0.8011,80.11,0.5488142713027842,0.6793599952669704,4.206705738516415,20.61552882999702,0.020448360454913703,-0.16000000000000458,5.699999999999994,10.400772333145142
4,0.6524,0.7707,77.07000000000001,0.7994107078103458,0.7023140156970304,4.116787405575023,20.615527695837052,0.02086030088011071,-0.11999999999999789,8.739999999999991,11.303853273391724
5,0.6482,0.7266,72.66,1.0578157936825472,0.698577682761585,3.832227959352381,20.615527966004848,0.02221312311654289,0.30000000000000027,13.149999999999995,12.207810640335083
6,0.6472,0.6898,68.97999999999999,1.211766796953538,0.7368936398450066,3.9464886468999527,20.615527708619343,0.021028284419036557,0.40000000000000036,16.830000000000002,13.110688209533691
7,0.6479,0.6506,65.06,1.4275575849939794,0.7598285289371715,3.8912421114304485,20.61552794295635,0.020107711794701284,0.32999999999999696,20.75,14.015279054641724
8,0.6436,0.5841,58.41,1.8737946888979744,0.722997875774608,3.187190483598148,20.615528012711245,0.02436638344766336,0.7600000000000051,27.400000000000002,14.934438943862915
9,0.6447,0.5275,52.75,2.5760531565722298,0.8146090647753548,3.126210366978365,20.615527798903145,0.02297201992388235,0.649999999999995,33.06,15.840319871902466
10,0.6422,0.4782,47.82,2.759167664191302,0.8091731457149282,2.905044373343973,20.61552798568241,0.02250791912192392,0.9000000000000008,37.989999999999995,16.732762098312378
