round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7072708606719971
1,0.6512,0.8537,85.37,0.37088560707428875,0.7021625567885006,3.139927162843592,8.246211196860026,0.008716394519329368,0.0,0.43999999999999595,1.5805585384368896
2,0.6522,0.8433,84.33,0.34638723862521786,0.6960733112166909,3.1339793345507454,8.246211480124527,0.008749929504495548,-0.10000000000000009,1.4799999999999924,2.454352855682373
3,0.6539,0.8323,83.23,0.43795526206240004,0.6971452393952537,3.047770948971019,8.246211240041728,0.009234321456549795,-0.27000000000000357,2.5799999999999934,3.3258049488067627
4,0.6536,0.815,81.5,0.5545381780932931,0.6646660566329956,2.7687921313678516,8.246211402297149,0.009417095407116414,-0.23999999999999577,4.310000000000002,4.199087381362915
5,0.6539,0.797,79.7,0.6382090905133415,0.6850783509366652,2.7871826115776512,8.246211215581205,0.009056322512155358,-0.27000000000000357,6.109999999999993,5.106161117553711
6,0.6514,0.7775,77.75,0.6735550007399391,0.6585530515979318,2.6192102852989647,8.246211164574708,0.009646727724381257,-0.019999999999997797,8.06,5.976758241653442
7,0.6498,0.7509,75.09,0.8903047302189995,0.6587963402271271,2.403677028768203,8.246211236607172,0.009887782114824065,0.13999999999999568,10.719999999999995,6.853436470031738
8,0.6486,0.7311,73.11,0.9781934093026554,0.6883779080475078,2.4636960871079387,8.24621128788345,0.009536206396591411,0.26000000000000467,12.7,7.736592769622803
9,0.6469,0.7057,70.57,1.113734047202503,0.6618617650340585,2.1955747884862564,8.246211176707194,0.009893753596268536,0.42999999999999705,15.239999999999998,8.615638971328735
10,0.6477,0.6761,67.61,1.434813471401439,0.710899729939068,2.119685208096224,8.246211160454479,0.010550385673289487,0.34999999999999476,18.199999999999996,9.489546298980713
