round,clean_acc,ASR,ASR_percent,unlearn_loss,forget_ce,retain_ce,proximal_loss,objective_loss,grad_l2_norm,update_l2_norm,grad_clip,clipped_grad_norm_before,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,,,5.0,,0.709630012512207
1,0.6436,0.7641,76.41,-0.21318433740559747,0.5576744719463236,0.6889802725876079,,-0.21318433740559747,20.61552623432384,0.02845685741050501,5.0,136.83371861042343,1.592073917388916
2,0.6128,0.6104,61.040000000000006,-0.9875228071914,1.3882286583676058,0.8014117128708783,,-0.9875228071914,20.61552739456284,0.03361805339913775,5.0,189.4332936801292,2.476060628890991
3,0.5733,0.4079,40.79,-1.9317079116316402,2.42852624724893,0.9936366677284241,,-1.9317079116316402,20.615528080216823,0.03530316577526502,5.0,228.98083172243955,3.353195905685425
4,0.5209,0.1885,18.85,-3.6698492835549748,4.35181395446553,1.3639292857226204,,-3.6698492835549748,20.615528065847982,0.036848249376000945,5.0,301.5060330184398,4.231729507446289
5,0.4519,0.0432,4.32,-6.9847259521484375,8.004802311167998,2.0401527250514313,,-6.9847259521484375,20.615527933351157,0.038089167176731414,5.0,424.5509970152,5.109235048294067
6,0.3685,0.0029,0.29,-10.101977516623105,11.70597126904656,3.207987701191622,,-10.101977516623105,20.615528129031922,0.03878739913724723,5.0,516.0336227026434,5.987293720245361
7,0.2816,0.0001,0.01,-15.561343024758731,17.85704590292538,4.591405770357917,,-15.561343024758731,20.61552748979929,0.039285901540196976,5.0,589.234487747838,6.871975660324097
8,0.2108,0.0,0.0,-19.096060023588294,22.543463089886835,6.894805824055391,,-19.096060023588294,20.61552778083094,0.038864931368242935,5.0,590.8131034301432,7.7511656284332275
9,0.1682,0.0,0.0,-24.948917613309973,29.696377698112936,9.494920450098375,,-24.948917613309973,20.615527916168936,0.039433248741875655,5.0,667.4199874705397,8.636151790618896
10,0.1346,0.0,0.0,-31.950483995325424,37.75519595426672,11.609423861784094,,-31.950483995325424,20.615527913850173,0.039852601496044165,5.0,709.1550417029229,9.529374599456787
