round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,7.493051767349243
1,0.6505,0.8321,83.21,0.49049583340392394,0.6854493232334361,2.936750804676729,20.61552801563544,0.02431569604746739,0.07000000000000339,2.6000000000000023,8.430847883224487
2,0.6496,0.7911,79.11,0.5674857479684493,0.6649550795555115,2.7572896550683414,20.6155279629202,0.02340495641465393,0.16000000000000458,6.699999999999995,9.318305253982544
3,0.6499,0.7388,73.88,0.8053993617787081,0.694523911265766,2.667220213833977,20.61552782559625,0.025948625848722873,0.12999999999999678,11.929999999999996,10.206248998641968
4,0.6467,0.6761,67.61,1.3040573141154121,0.7332240904078764,2.36206310636857,20.615527912976965,0.026631846606844613,0.44999999999999485,18.199999999999996,11.093209981918335
5,0.638,0.5798,57.98,2.025968341266408,0.747925481375526,1.7136590410681332,20.61552885925526,0.03130510570013879,1.319999999999999,27.83,11.978896617889404
6,0.6324,0.4729,47.29,2.6005037041271435,0.8482619138324962,1.6408058685414932,20.615528639104486,0.030431574451305288,1.880000000000004,38.519999999999996,12.866394519805908
7,0.6206,0.3449,34.489999999999995,3.4973524247898773,0.9173974850598503,1.08963503557093,20.615528027656335,0.03173236506583732,3.059999999999996,51.32,13.760744571685791
8,0.6059,0.1947,19.470000000000002,4.952474201426787,0.917983517927282,-0.36255655569188733,20.61552835067227,0.036833772769461655,4.530000000000001,66.34,14.647635221481323
9,0.5969,0.0886,8.86,7.234496060539694,1.1617857393096476,-1.4255674025591683,20.615528387740575,0.03586403544403217,5.4300000000000015,76.95,15.544124364852905
10,0.593,0.0338,3.38,8.857065649593578,1.3279667636927437,-2.217231778537526,20.61552820700654,0.03510167118143658,5.820000000000003,82.43,16.418336868286133
