round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7475411891937256
1,0.6423,0.7621,76.21,0.5645967643050587,0.6958654996226815,-0.21666401274064007,20.615526670285437,0.02888442299160428,0.8900000000000019,9.599999999999998,1.6805682182312012
2,0.6143,0.6071,60.709999999999994,1.200586983386208,0.8081176526406232,-0.7965281588189742,20.615527721382342,0.03294953799509102,3.6900000000000044,25.1,2.592689037322998
3,0.572,0.4088,40.88,2.5719045330496395,1.0117404110291426,-2.0660343240289127,20.615528088372297,0.03572730902508395,7.920000000000005,44.93,3.511962890625
4,0.5166,0.1895,18.95,4.691274713067448,1.3150355921072119,-4.033756943310008,20.61552801611449,0.03712296935266889,13.460000000000004,66.86,4.421818256378174
5,0.45,0.0443,4.43,8.156329351312975,2.0520110340679394,-7.1303238307728485,20.61552846286001,0.03821080979036215,20.119999999999997,81.38,5.37027907371521
6,0.3653,0.0031,0.31,11.704769975998822,3.1917046939625457,-10.10891757291906,20.61552816685111,0.03851207640578402,28.59,85.5,6.284687519073486
7,0.2786,0.0002,0.02,17.357953913071576,4.307693060706644,-15.204107396742877,20.61552839544556,0.03934671492785897,37.26,85.79,7.218712329864502
8,0.2104,0.0,0.0,23.420331730562097,6.535403335795683,-20.15263007668888,20.61552851183507,0.03948723460330321,44.08,85.81,8.138804197311401
9,0.1675,0.0,0.0,30.01648442885455,9.13116564470179,-25.45090181687299,20.61552824095572,0.03975821606863826,48.370000000000005,85.81,9.063878774642944
10,0.1349,0.0,0.0,37.61040339750402,12.082989131703096,-31.56890880360323,20.61552752521335,0.03997241400656966,51.629999999999995,85.81,10.000577688217163
