round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7563836574554443
1,0.6474,0.7852,78.52,0.49680031923686757,0.7519834322087905,0.2551831129719229,20.61552596459435,0.023796800235033215,0.38000000000000256,7.2899999999999965,1.6963133811950684
2,0.6316,0.6712,67.12,0.9184144498670802,0.6911564048598794,-0.22725804413066192,20.615527743303893,0.029254708715047793,1.959999999999995,18.689999999999994,2.623399019241333
3,0.6013,0.51,51.0,1.8122964711750256,0.8209298393305611,-0.9913666423629311,20.615528176631937,0.03191465129715263,4.9900000000000055,34.809999999999995,3.5543150901794434
4,0.5711,0.3103,31.03,3.6931879029554477,1.1075948722222273,-2.585593020214754,20.61552860163447,0.03442367043818131,8.009999999999994,54.779999999999994,4.483102560043335
5,0.5377,0.117,11.700000000000001,5.654453922720516,1.3876811406191658,-4.26677278210135,20.615528422161518,0.035580110016193954,11.350000000000005,74.11,5.440959692001343
6,0.4955,0.0221,2.21,8.701920621535358,1.9418956882813398,-6.760024912217084,20.615527626203153,0.03685701352394783,15.57,83.6,6.375462770462036
7,0.4499,0.0018,0.18,12.577424666460823,2.7396084280575024,-9.83781629450181,20.61552820681813,0.036918877510785944,20.13,85.63,7.293078899383545
8,0.3911,0.0001,0.01,16.42928981781006,3.6908750393811394,-12.738414680256563,20.615528518709024,0.03689006670826287,26.009999999999998,85.8,8.237189054489136
9,0.3339,0.0,0.0,21.789923050824335,4.520841977175544,-17.269081171821146,20.61552869053607,0.03745631788024494,31.730000000000004,85.81,9.164896488189697
10,0.2784,0.0,0.0,27.501680486342487,6.638894081115723,-20.862786573522232,20.615527732530367,0.037317784981950146,37.28,85.81,10.09145474433899
