round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7146565914154053
1,0.6471,0.7959,79.59,0.44611315078595104,0.6801563396173365,-0.10603498097728281,8.246210642206348,0.01976877050995731,0.40999999999999925,6.219999999999992,1.5881624221801758
2,0.6341,0.7033,70.33,0.8890756403698641,0.7583608627319336,-0.5098952177692863,8.24621074304645,0.022747892594120404,1.7100000000000004,15.479999999999993,2.462290048599243
3,0.6085,0.5816,58.160000000000004,1.7279515476787792,0.8042847619337194,-1.3258091509342194,8.246211114291405,0.024555711695432893,4.269999999999996,27.65,3.3428921699523926
4,0.5815,0.4385,43.85,2.4435432588352874,1.0831723353442024,-1.901957094669342,8.24621145617547,0.025387094767838875,6.969999999999999,41.959999999999994,4.2236549854278564
5,0.5519,0.2752,27.52,3.8112684277927174,1.210299765362459,-3.206118541605332,8.24621118315467,0.026475879431266763,9.930000000000005,58.29,5.128042221069336
6,0.5125,0.1267,12.67,5.608286871629603,1.573657586294062,-4.821458087247961,8.246211152811659,0.026859576859541753,13.870000000000005,73.14,6.009731292724609
7,0.4651,0.0404,4.04,8.808532490449792,2.121535238097696,-7.747764895944035,8.246211485657971,0.02773054609781291,18.61,81.77,6.886695146560669
8,0.4083,0.0064,0.64,11.089460541220273,2.9187085348017074,-9.630106393028708,8.246211448831184,0.027695535284450293,24.29,85.17,7.7624757289886475
9,0.3437,0.0005,0.05,14.916692902060117,3.774309663211598,-13.029538098503561,8.24621133691317,0.028151884712382582,30.75,85.76,8.638882160186768
10,0.2816,0.0001,0.01,18.541421553667853,4.98638775769402,-16.048227815067065,8.246211308671885,0.027899098013058152,36.96,85.8,9.521019220352173
