round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,7.585906028747559
1,0.65,0.8339,83.39,0.4863956737167695,0.6856392902486464,2.9418007766499237,20.615528603884428,0.023159665739604797,0.11999999999999789,2.42,8.536868572235107
2,0.6501,0.7958,79.58,0.5507096017108244,0.6638032250544604,2.768306514796089,20.615527758378477,0.022192199038656615,0.10999999999999899,6.230000000000002,9.434937238693237
3,0.6505,0.7488,74.88,0.7650422445114922,0.6921457490500282,2.695686466553632,20.615528608747145,0.024417160432112832,0.07000000000000339,10.929999999999996,10.339936971664429
4,0.6469,0.6873,68.73,1.2265495447551502,0.7286463379859924,2.4166821591994343,20.615528404460065,0.02556619120043541,0.42999999999999705,17.079999999999995,11.23229432106018
5,0.6397,0.6005,60.050000000000004,1.8787895405993742,0.7405287938959458,1.8238543903126436,20.615528266341048,0.029310230632940113,1.1499999999999955,25.759999999999994,12.1228928565979
6,0.635,0.503,50.3,2.3754768231335808,0.8316799577544717,1.782922955120311,20.615528389904682,0.02849967051625256,1.6199999999999992,35.51,13.015428066253662
7,0.6239,0.3911,39.11,3.1652082555434284,0.8943528042120092,1.3065557900597067,20.615528275381955,0.029442218858665586,2.729999999999999,46.699999999999996,13.907514572143555
8,0.6104,0.2465,24.65,4.4499890944536995,0.8865297296467949,-0.017340449725880343,20.615528206355368,0.03437323809901001,4.079999999999995,61.15999999999999,14.804843187332153
9,0.6008,0.1275,12.75,6.461000218110926,1.1056146832073437,-0.9329267810372746,20.615528046592907,0.03359044015152714,5.04,73.05999999999999,15.707374572753906
10,0.5969,0.0537,5.37,7.904335947597728,1.2537439816138323,-1.6356159939485437,20.6155280410357,0.033470829243544976,5.4300000000000015,80.44,16.598187923431396
