round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7482867240905762
1,0.6517,0.8212,82.12,0.41967270128867207,0.6895161972326391,0.26984349419088927,8.246210762924722,0.013100439654519113,-0.04999999999999449,3.6899999999999933,1.6658565998077393
2,0.6477,0.7694,76.94,0.5555439499371192,0.7013566038187813,0.1458126534433926,8.246210697541631,0.014603271785477004,0.34999999999999476,8.870000000000001,2.5758256912231445
3,0.6379,0.7039,70.39,0.9381955528960508,0.7370958012693068,-0.20109975162674398,8.246211010140042,0.016552065587024482,1.3299999999999979,15.42,3.4938137531280518
4,0.6253,0.6253,62.529999999999994,1.331800821949454,0.7867841369965497,-0.5450166849529042,8.246210956591428,0.0170881777339558,2.5900000000000034,23.28,4.448561429977417
5,0.6111,0.5388,53.879999999999995,1.8927069797235376,0.9022328467930064,-0.9904741294243756,8.246211062627895,0.017666422161575667,4.0100000000000025,31.930000000000003,5.385783910751343
6,0.5925,0.4301,43.01,2.959461036850424,0.9565856491818148,-2.002875398187076,8.246211057660604,0.019110231612346557,5.869999999999997,42.8,6.295424461364746
7,0.5746,0.3184,31.840000000000003,3.733872918521657,1.1535027588115019,-2.5803701597101547,8.246211484055394,0.01887348354404646,7.66,53.97,7.215422630310059
8,0.5569,0.2019,20.19,4.914050536997178,1.3860880101428312,-3.527962502311258,8.246211170001814,0.0199368658217154,9.430000000000005,65.62,8.122284173965454
9,0.5351,0.1039,10.39,6.681001298567828,1.6485262407976038,-5.032475036733291,8.24621135871537,0.0203852839787009,11.609999999999998,75.42,9.027724504470825
10,0.5139,0.0462,4.62,8.157682867611156,2.034985906937543,-6.122696932624368,8.246211363028497,0.020461352062616834,13.729999999999997,81.19,9.97572660446167
