method,seed,status,train_rounds_completed,clean_acc_before_unlearning,clean_acc_after_unlearning,ASR,ASR_percent,target_client_size,poison_num,result_path
Ours/adaptive,0,ok,100,0.4119,0.1402,0.0,0.0,1027,821,/home/kemove/zlf/FedSGD2/results/table_iv_ours_main1_aligned_seed0/result.json
