round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7074069976806641
1,0.6514,0.8385,83.85000000000001,0.3771508446854354,0.687292218208313,0.3101413758362041,4.123105242371306,0.008023822339431526,-0.019999999999997797,1.959999999999995,1.5763394832611084
2,0.6486,0.8056,80.56,0.45532451635774446,0.6427167741691365,0.18739225759225733,4.123105372490807,0.009359320026650365,0.26000000000000467,5.249999999999999,2.454289436340332
3,0.6438,0.7714,77.14,0.6413643184830161,0.6910557080717648,0.04969139134182649,4.123105424601502,0.01004303547494981,0.7399999999999962,8.67,3.329296350479126
4,0.6388,0.7279,72.78999999999999,0.9341985355405247,0.6572580688139972,-0.2769404702326831,4.123105394852813,0.010540119286171082,1.2399999999999967,13.019999999999998,4.200317621231079
5,0.6324,0.6814,68.14,1.1465672394808601,0.725154426167993,-0.4214128168190227,4.123105492539745,0.011027257168388788,1.880000000000004,17.669999999999998,5.076825857162476
6,0.6219,0.6304,63.04,1.436688416144427,0.8440908403957591,-0.592597575748668,4.123105725886097,0.010899926430167477,2.9299999999999993,22.770000000000003,5.961758136749268
7,0.6116,0.5706,57.06,1.7511166789952446,0.8833928423769334,-0.8677238506429336,4.123105628713823,0.011257865312385068,3.959999999999997,28.749999999999996,6.843352317810059
8,0.6021,0.5091,50.91,2.3088594604940975,0.9612581484458026,-1.347601312048295,4.12310556804267,0.011865063234939055,4.910000000000004,34.9,7.727485418319702
9,0.5922,0.4379,43.79,2.8732707500457764,0.9732884799732882,-1.8999822560478659,4.123105611882385,0.012261027104362492,5.900000000000006,42.019999999999996,8.621429681777954
10,0.5801,0.3638,36.38,3.4859907627105713,1.0669947161394007,-2.4189960535834816,4.123105656254319,0.012445438834285102,7.110000000000005,49.42999999999999,9.496740818023682
