round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,0.7224903106689453
1,0.6508,0.8319,83.19,0.4023989351356731,0.7141012900015887,-0.04534829013487872,4.123105243522086,0.00956163851699287,0.039999999999995595,2.62,1.616079330444336
2,0.6461,0.794,79.4,0.5497231150374693,0.6738372690537396,-0.21280448051059947,4.123105303909017,0.010687669323352121,0.5099999999999993,6.409999999999993,2.5266964435577393
3,0.641,0.7542,75.42,0.6878239275778041,0.6871395987622878,-0.344254129949738,4.123105269755741,0.010862244785731058,1.0199999999999987,10.389999999999999,3.4015610218048096
4,0.6331,0.7014,70.14,1.084868245265063,0.7079611350508297,-0.7308876742334927,4.123105480999608,0.011774978735853349,1.8100000000000005,15.669999999999995,4.286261558532715
5,0.6217,0.6464,64.64,1.4805624940816093,0.7660043940824621,-1.0975602900280672,4.123105620529537,0.012276852053802597,2.949999999999997,21.17,5.181913137435913
6,0.6086,0.58,57.99999999999999,1.772357372676625,0.8478935466093176,-1.3484105958658106,4.1231056317595405,0.012682799231292974,4.259999999999997,27.810000000000002,6.068342924118042
7,0.5954,0.5183,51.83,2.1690597148502575,0.9604712409131667,-1.6888240926405962,4.123105690994603,0.012099555283566075,5.5799999999999965,33.98,6.938354730606079
8,0.5814,0.4435,44.35,2.743923264391282,1.1799411142573637,-2.1539526967441334,4.123105646563463,0.01271650012621127,6.979999999999997,41.459999999999994,7.809124708175659
9,0.5695,0.3643,36.43,3.6074950414545395,1.1902416593888228,-3.0123742187724396,4.1231055387485345,0.01324294560724225,8.17,49.379999999999995,8.681697368621826
10,0.5515,0.2793,27.93,4.369345328387092,1.4380664650131674,-3.650312101139742,4.123105591359348,0.013439537919535904,9.97,57.879999999999995,9.554006099700928
