status,clean_acc_before,ASR_before,clean_acc_after,ASR_after,ASR_percent_after,clean_drop_pp,ASR_drop_pp,target_client_size,poison_num,unlearn_lr,grad_clip,lambda_retain,momentum,unlearning_rounds,elapsed_seconds
ok,0.6512,0.8581,0.6207,0.2236,22.36,3.049999999999997,63.449999999999996,1027,821,0.000975,5.0,6.0,0.0,10,17.12405776977539
