round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,7.466337442398071
1,0.6493,0.8398,83.98,0.47421836765373454,0.6850337456254398,3.635984084185432,20.615528162741473,0.02303328781141001,0.19000000000000128,1.8299999999999983,8.431392431259155
2,0.6523,0.8103,81.03,0.5057678660925697,0.6607825791134554,3.4589276173535515,20.615527942120966,0.02120911371594433,-0.10999999999999899,4.779999999999996,9.314061403274536
3,0.6515,0.7763,77.63,0.6546113973154741,0.684494930155137,3.4523582598742317,20.615527640799893,0.023261433706277243,-0.029999999999996696,8.179999999999998,10.194868326187134
4,0.649,0.7316,73.16,1.0023804236860836,0.712934813078712,3.27522837414461,20.61552840358708,0.02395202855212244,0.21999999999999797,12.649999999999995,11.081741571426392
5,0.6444,0.6668,66.67999999999999,1.4466527174500858,0.7146549014484181,2.841276673709645,20.61552883207934,0.026403309150719534,0.6800000000000028,19.130000000000003,11.970503807067871
6,0.6424,0.6008,60.08,1.7338486559250776,0.7761558118988486,2.9230861804064583,20.615528325654594,0.025100234438661467,0.880000000000003,25.729999999999997,12.861785411834717
7,0.6401,0.5284,52.839999999999996,2.176029317519244,0.8107102092574624,2.688231916988597,20.615527971984275,0.024881918586724436,1.1099999999999999,32.97,13.749237775802612
8,0.6311,0.4242,42.42,2.9859446918263153,0.7811333396855522,1.7008553953731762,20.615528047133296,0.03023223924573944,2.0100000000000007,43.38999999999999,14.641208410263062
9,0.6265,0.3224,32.24,4.201151483199176,0.9185714230817907,1.3102770412669462,20.615528259924105,0.028264722287797556,2.4700000000000055,53.56999999999999,15.529024600982666
10,0.6207,0.2236,22.36,4.856710980920231,0.9722527791472042,0.9768057290245505,20.61552780803036,0.028645242629016517,3.049999999999997,63.449999999999996,16.41776418685913
