round,clean_acc,ASR,ASR_percent,unlearn_loss,forget_ce,retain_ce,proximal_loss,objective_loss,grad_l2_norm,update_l2_norm,grad_clip,clipped_grad_norm_before,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,,,10.0,,0.7118642330169678
1,0.6011,0.577,57.699999999999996,-1.0115178788409513,1.0115178788409513,,,-1.0115178788409513,41.23105382167147,0.06693462700213049,10.0,176.5396335840911,1.5189974308013916
2,0.4753,0.142,14.2,-3.963087698992561,3.963087698992561,,,-3.963087698992561,41.23105608402749,0.07532752416245989,10.0,305.8427629260199,2.3414113521575928
3,0.2669,0.0013,0.13,-11.203203369589414,11.203203369589414,,,-11.203203369589414,41.23105705485676,0.07912741904986409,10.0,543.7951398306843,3.1566803455352783
4,0.1346,0.0,0.0,-23.905166289385626,23.905166289385626,,,-23.905166289385626,41.23105718585805,0.08096414273029848,10.0,759.7881468523511,3.9729456901550293
5,0.1017,0.0,0.0,-38.351783752441406,38.351783752441406,,,-38.351783752441406,41.23105575895836,0.08148367196821996,10.0,885.3561052444818,4.7865447998046875
6,0.1,0.0,0.0,-56.72165231143727,56.72165231143727,,,-56.72165231143727,41.231055610114474,0.08224849810389645,10.0,1027.5793292432077,5.605837345123291
7,0.1,0.0,0.0,-76.93819808959961,76.93819808959961,,,-76.93819808959961,41.231056451200594,0.08211045595093754,10.0,1179.5556650069848,6.409408807754517
8,0.1,0.0,0.0,-102.7894219791188,102.7894219791188,,,-102.7894219791188,41.231055943163554,0.08273036977130897,10.0,1371.240289817885,7.210786819458008
9,0.1,0.0,0.0,-134.0738785687615,134.0738785687615,,,-134.0738785687615,41.23105652184778,0.08298339608329865,10.0,1624.41635678349,8.01229214668274
10,0.1,0.0,0.0,-164.4274740780101,164.4274740780101,,,-164.4274740780101,41.23105547076718,0.08271876995351042,10.0,1800.3775386096745,8.813635110855103
