round,clean_acc,ASR,ASR_percent,forget_ce,retain_ce,total_loss,grad_l2_norm,update_l2_norm,clean_drop_pp,ASR_drop_pp,elapsed_seconds
0,0.6512,0.8581,85.81,,,,,,0.0,0.0,7.783803224563599
1,0.6504,0.8427,84.27,0.465451180934906,0.6848181310821982,4.328275764689726,20.61552821074338,0.022600030576525442,0.08000000000000229,1.539999999999997,8.760272979736328
2,0.6535,0.8212,82.12,0.47348371849340554,0.6591187697999618,4.140347592970905,20.61552822980581,0.020266995923847293,-0.22999999999999687,3.6899999999999933,9.684341430664062
3,0.6529,0.7945,79.45,0.5763325086411308,0.6801721120581907,4.184872290667365,20.61552794823432,0.02220238969132838,-0.17000000000000348,6.359999999999999,10.610585451126099
4,0.6514,0.7622,76.22,0.848784369580886,0.7038555846494787,4.078204715953154,20.61552796668493,0.022648454910238952,-0.019999999999997797,9.589999999999998,11.538221597671509
5,0.6473,0.7107,71.07,1.1592494074036093,0.7016156193088082,3.7520598874372593,20.61552806256754,0.024207882599061488,0.39000000000000146,14.739999999999998,12.471970558166504
6,0.6465,0.6697,66.97,1.3368638964260326,0.7444460041382733,3.8742581535788143,20.615528380832515,0.02308181686104837,0.47000000000000375,18.84,13.395504474639893
7,0.6463,0.6223,62.23,1.5922384356312893,0.7681312561035156,3.784680352491491,20.615528179580725,0.022185656572589328,0.49000000000000155,23.580000000000002,14.3115975856781
8,0.6416,0.5461,54.61,2.1281795501708984,0.7328933056663064,3.002073554431691,20.615528169016002,0.026807397364352992,0.9600000000000053,31.199999999999996,15.226578950881958
9,0.6424,0.4792,47.92,2.938238669844235,0.8333462967592127,2.8951853724086987,20.615527548909874,0.025111477614938333,0.880000000000003,37.88999999999999,16.157463550567627
10,0.641,0.4256,42.559999999999995,3.1874370294458725,0.837008164209478,2.6716201726128075,20.61552822905617,0.02469835265256968,1.0199999999999987,43.25,17.08742880821228
